# ID    RA            DEC          photz   Mag     Int_Pz   Rad(_)   Rank   r      zband   c1      c2      sed  
  6082  175.6848123   15.3833531   0.85    99.0    0.166    4.09     78     0.0    0.0     0.0     0.0     0    
  6090  175.6859982   15.3836265   0.85    99.0    0.166    4.07     78     0.0    0.0     0.0     0.0     0    
  6091  175.6858224   15.3834333   0.85    99.0    0.166    4.08     78     0.0    0.0     0.0     0.0     0    
  6095  175.6850164   15.3839741   0.85    99.0    0.166    4.05     78     0.0    0.0     0.0     0.0     0    
  6098  175.6793244   15.3932347   1.43    99.0    0.221    3.52     102    0.0    0.0     0.0     1.17    0    
  6100  175.6780213   15.3932616   2.67    99.0    0.0      3.53     13     0.0    0.0     1.42    2.03    0    
  6101  175.6778313   15.3941875   1.42    28.9    0.222    3.48     320    0.01   0.01    0.0     2.44    0    
  6105  175.6785548   15.3934681   1.43    99.0    0.221    3.52     102    0.0    0.0     0.0     2.94    0    
  6106  175.6788376   15.393155    1.67    99.0    0.022    3.53     22     0.0    0.0     0.39    0.67    0    
  6109  175.7193206   15.3945237   0.85    99.0    0.166    3.86     79     0.0    0.0     0.0     0.0     0    
  6110  175.6906924   15.3943176   2.58    99.0    0.0      3.43     13     0.0    0.0     3.98    4.88    0    
  6111  175.7030698   15.3944418   1.64    99.0    0.041    3.53     29     0.0    0.0     0.11    0.21    0    
  6112  175.6795282   15.3943198   1.49    99.0    0.197    3.46     93     0.0    0.0     0.12    0.73    0    
  6121  175.7122009   15.3965956   0.85    99.0    0.166    3.57     80     0.0    0.0     0.0     0.0     0    
  6122  175.7228089   15.3939284   1.43    99.0    0.221    3.99     101    0.0    0.0     0.0     1.29    0    
  6125  175.7165046   15.3939058   1.43    99.0    0.22     3.82     101    0.0    0.0     0.0     0.04    0    
  6127  175.6949403   15.393573    1.66    99.0    0.03     3.49     25     0.0    0.0     0.4     0.72    0    
  6128  175.6785352   15.392253    1.56    99.0    0.126    3.59     64     0.0    0.0     1.13    3.31    0    
  6130  175.7075019   15.3933674   0.85    99.0    0.166    3.66     80     0.0    0.0     0.0     0.0     0    
  6131  175.6958948   15.3933193   2.67    99.0    0.0      3.51     13     0.0    0.0     1.07    1.53    0    
  6132  175.6955492   15.39286     1.59    99.0    0.087    3.54     48     0.0    0.0     1.47    3.5     0    
  6133  175.7224045   15.393358    2.69    99.0    0.0      4.01     11     0.0    0.0     0.64    0.9     0    
  6135  175.6844943   15.3933135   1.43    99.0    0.221    3.49     102    0.0    0.0     0.0     1.47    0    
  6140  175.6869287   15.3930756   1.43    99.0    0.221    3.5      102    0.0    0.0     0.0     1.07    0    
  6145  175.7084843   15.3929036   1.59    99.0    0.091    3.71     49     0.0    0.0     0.14    0.34    0    
  6146  175.7141015   15.3928455   1.62    99.0    0.063    3.82     37     0.0    0.0     0.42    0.89    0    
  6147  175.7137492   15.3927603   1.43    99.0    0.221    3.82     101    0.0    0.0     0.0     1.32    0    
  6149  175.7078675   15.3926338   1.43    99.0    0.221    3.71     102    0.0    0.0     0.0     0.22    0    
  6150  175.7078978   15.3923901   0.85    99.0    0.166    3.72     79     0.0    0.0     0.0     0.0     0    
  6151  175.6720714   15.3926355   0.85    99.0    0.166    3.64     80     0.0    0.0     0.0     0.0     0    
  6152  175.7129177   15.3925135   0.85    99.0    0.166    3.82     79     0.0    0.0     0.0     0.0     0    
  6154  175.6715542   15.3924574   0.85    99.0    0.166    3.66     80     0.0    0.0     0.0     0.0     0    
  6160  175.7086274   15.3902547   0.85    99.0    0.166    3.86     79     0.0    0.0     0.0     0.0     0    
  6164  175.7150451   15.3923003   1.43    99.0    0.221    3.88     101    0.0    0.0     0.0     0.15    0    
  6165  175.7147397   15.3919071   1.43    99.0    0.221    3.89     101    0.0    0.0     0.0     1.47    0    
  6167  175.7141031   15.3922924   0.85    99.0    0.166    3.86     79     0.0    0.0     0.0     0.0     0    
  6170  175.7198729   15.392161    1.56    99.0    0.128    4.01     63     0.0    0.0     0.31    0.92    0    
  6172  175.6853568   15.3916811   1.51    99.0    0.183    3.59     87     0.0    0.0     0.25    1.2     0    
  6175  175.7201303   15.390465    1.57    99.0    0.115    4.1      58     0.0    0.0     0.12    0.33    0    
  6183  175.6993184   15.3914341   2.68    99.0    0.0      3.66     12     0.0    0.0     1.45    2.05    0    
  6188  175.6848074   15.3916616   1.47    99.0    0.208    3.59     97     0.0    0.0     0.34    2.94    0    
  6189  175.7126017   15.3917714   1.43    99.0    0.221    3.85     101    0.0    0.0     0.0     0.52    0    
  6190  175.716919    15.3917409   0.85    99.0    0.166    3.95     79     0.0    0.0     0.0     0.0     0    
  6191  175.7194655   15.3917048   0.85    99.0    0.166    4.02     78     0.0    0.0     0.0     0.0     0    
  6193  175.7088616   15.3922917   1.43    99.0    0.221    3.75     101    0.0    0.0     0.0     0.33    0    
  6194  175.6820513   15.3913686   0.85    99.0    0.166    3.62     80     0.0    0.0     0.0     0.0     0    
  6196  175.7127525   15.3911672   1.72    99.0    0.004    3.89     13     0.0    0.0     0.63    0.95    0    
  6197  175.6852625   15.3924182   0.85    99.0    0.166    3.54     80     0.0    0.0     0.0     0.0     0    
  6198  175.70531     15.391252    0.96    99.0    0.195    3.75     91     0.0    0.0     0.02    0.0     0    
  6203  175.7175212   15.3909084   0.85    99.0    0.166    4.01     78     0.0    0.0     0.0     0.0     0    
  6206  175.7118144   15.3904316   1.72    99.0    0.005    3.91     14     0.0    0.0     7.45    11.27   0    
  6207  175.7115951   15.3900664   0.85    99.0    0.166    3.93     79     0.0    0.0     0.0     0.0     0    
  6212  175.7055098   15.3905233   1.58    99.0    0.11     3.79     56     0.0    0.0     0.49    1.31    0    
  6217  175.7054432   15.3884652   1.43    99.0    0.221    3.91     101    0.0    0.0     0.0     0.47    0    
  6219  175.7062494   15.3902638   0.85    99.0    0.166    3.82     79     0.0    0.0     0.0     0.0     0    
  6221  175.7058082   15.389621    1.67    99.0    0.023    3.85     21     0.0    0.0     0.65    1.12    0    
  6222  175.6848068   15.3837574   0.85    99.0    0.166    4.06     78     0.0    0.0     0.0     0.0     0    
  6224  175.7075356   15.3903005   1.43    99.0    0.221    3.84     101    0.0    0.0     0.0     2.31    0    
  6227  175.6933684   15.3902631   0.85    99.0    0.166    3.68     79     0.0    0.0     0.0     0.0     0    
  6228  175.7136844   15.3902542   0.85    99.0    0.166    3.96     79     0.0    0.0     0.0     0.0     0    
  6229  175.6863597   15.3901197   1.52    99.0    0.17     3.68     81     0.0    0.0     0.23    0.95    0    
  6230  175.7190175   15.3898613   1.51    99.0    0.182    4.11     85     0.0    0.0     0.5     2.36    0    
  6235  175.7183078   15.3899851   0.85    99.0    0.166    4.08     78     0.0    0.0     0.0     0.0     0    
  6236  175.7200893   15.3897954   2.63    99.0    0.0      4.14     11     0.0    0.0     1.37    1.74    0    
  6237  175.7106605   15.3898737   0.85    99.0    0.166    3.92     79     0.0    0.0     0.0     0.0     0    
  6238  175.7138994   15.3898853   0.85    99.0    0.166    3.98     79     0.0    0.0     0.0     0.0     0    
  6239  175.7128798   15.3898283   0.85    99.0    0.166    3.97     79     0.0    0.0     0.0     0.0     0    
  6240  175.7130944   15.389705    0.85    99.0    0.166    3.98     79     0.0    0.0     0.0     0.0     0    
  6242  175.7033335   15.3897839   1.55    99.0    0.139    3.8      68     0.0    0.0     1.04    3.31    0    
  6243  175.7078485   15.3895662   1.49    99.0    0.196    3.88     91     0.0    0.0     0.07    0.42    0    
  6244  175.6900705   15.3852698   2.67    99.0    0.0      3.97     11     0.0    0.0     0.77    1.1     0    
  6249  175.6854828   15.3894232   1.54    99.0    0.153    3.72     74     0.0    0.0     1.37    4.83    0    
  6251  175.7025596   15.3894102   1.63    99.0    0.048    3.81     31     0.0    0.0     0.74    1.46    0    
  6252  175.7180362   15.3893433   0.85    99.0    0.166    4.11     78     0.0    0.0     0.0     0.0     0    
  6253  175.6950734   15.3904823   1.67    99.0    0.022    3.68     21     0.0    0.0     5.92    10.19   0    
  6254  175.6843545   15.3893572   0.85    99.0    0.166    3.73     79     0.0    0.0     0.0     0.0     0    
  6255  175.6894956   15.3892604   1.57    99.0    0.116    3.73     59     0.0    0.0     0.76    2.11    0    
  6267  175.7193573   15.3871813   1.43    99.0    0.221    4.26     100    0.0    0.0     0.0     0.14    0    
  6270  175.6858137   15.3887437   1.43    99.0    0.221    3.76     101    0.0    0.0     0.0     1.26    0    
  6271  175.6916545   15.3888779   2.41    99.0    0.0      3.76     12     0.0    0.0     1.28    1.49    0    
  6272  175.7050292   15.3889681   1.61    99.0    0.073    3.87     41     0.0    0.0     0.77    1.71    0    
  6275  175.7033286   15.3888784   1.43    99.0    0.221    3.85     101    0.0    0.0     0.0     0.42    0    
  6276  175.7115863   15.3887758   0.85    99.0    0.166    4.0      78     0.0    0.0     0.0     0.0     0    
  6277  175.6970775   15.3886088   2.63    99.0    0.0      3.8      12     0.0    0.0     1.58    2.01    0    
  6279  175.7146602   15.3884099   1.43    99.0    0.221    4.08     100    0.0    0.0     0.0     0.8     0    
  6282  175.691915    15.3882954   1.5     99.0    0.189    3.79     88     0.0    0.0     0.24    1.26    0    
  6284  175.7120518   15.3882111   1.64    99.0    0.043    4.04     29     0.0    0.0     0.54    1.04    0    
  6286  175.7106625   15.3882408   0.85    99.0    0.166    4.01     78     0.0    0.0     0.0     0.0     0    
  6288  175.7132933   15.3881955   0.85    99.0    0.166    4.07     78     0.0    0.0     0.0     0.0     0    
  6296  175.7059675   15.3878814   0.85    99.0    0.166    3.95     79     0.0    0.0     0.0     0.0     0    
  6298  175.706162    15.3872958   0.85    99.0    0.166    3.99     79     0.0    0.0     0.0     0.0     0    
  6300  175.7114392   15.3877441   0.85    99.0    0.166    4.05     78     0.0    0.0     0.0     0.0     0    
  6307  175.7145474   15.3870696   1.43    99.0    0.22     4.16     100    0.0    0.0     0.0     0.08    0    
  6309  175.7156074   15.3875648   1.43    99.0    0.221    4.15     100    0.0    0.0     0.0     0.77    0    
  6310  175.7110282   15.3874387   0.85    99.0    0.166    4.06     78     0.0    0.0     0.0     0.0     0    
  6313  175.702004    15.3873584   1.43    99.0    0.221    3.93     101    0.0    0.0     0.0     1.37    0    
  6315  175.6917397   15.387173    1.62    99.0    0.059    3.86     36     0.0    0.0     0.63    1.31    0    
  6317  175.6974787   15.3860487   1.43    99.0    0.221    3.96     101    0.0    0.0     0.0     2.96    0    
  6321  175.7182343   15.3870536   0.85    99.0    0.166    4.24     78     0.0    0.0     0.0     0.0     0    
  6323  175.7036607   15.383079    1.65    99.0    0.033    4.2      24     0.0    0.0     0.53    0.97    0    
  6324  175.7074983   15.3858433   1.43    99.0    0.221    4.09     100    0.0    0.0     0.0     0.63    0    
  6325  175.7098687   15.3854899   1.68    99.0    0.016    4.15     17     0.0    0.0     1.31    2.17    0    
  6330  175.7053245   15.3844909   1.65    99.0    0.036    4.14     26     0.0    0.0     1.17    2.17    0    
  6333  175.7045088   15.3837294   1.43    99.0    0.221    4.17     100    0.0    0.0     0.0     0.68    0    
  6341  175.7124382   15.3867467   0.85    99.0    0.166    4.13     78     0.0    0.0     0.0     0.0     0    
  6342  175.7063881   15.3866316   0.85    99.0    0.166    4.03     78     0.0    0.0     0.0     0.0     0    
  6343  175.7138798   15.3851196   0.85    99.0    0.166    4.25     78     0.0    0.0     0.0     0.0     0    
  6344  175.7121116   15.3823992   1.51    99.0    0.184    4.37     85     0.0    0.0     0.21    1.02    0    
  6347  175.7100499   15.381642    0.85    99.0    0.166    4.38     77     0.0    0.0     0.0     0.0     0    
  6348  175.7152911   15.3863375   1.43    99.0    0.221    4.21     100    0.0    0.0     0.0     1.53    0    
  6349  175.7152714   15.3834772   0.85    99.0    0.166    4.37     78     0.0    0.0     0.0     0.0     0    
  6350  175.7147329   15.3836343   1.43    99.0    0.221    4.35     100    0.0    0.0     0.0     1.69    0    
  6357  175.7154931   15.385608    2.7     99.0    0.0      4.26     11     0.0    0.0     0.61    0.85    0    
  6363  175.7151318   15.3840553   1.62    99.0    0.064    4.34     36     0.0    0.0     0.91    1.94    0    
  6364  175.7164494   15.3866213   0.85    99.0    0.166    4.22     78     0.0    0.0     0.0     0.0     0    
  6372  175.6998811   15.3866089   1.6     99.0    0.083    3.95     45     0.0    0.0     0.59    1.38    0    
  6373  175.6996202   15.3863664   2.61    99.0    0.0      3.96     12     0.0    0.0     4.29    5.35    0    
  6375  175.6930614   15.3864455   0.85    99.0    0.166    3.91     79     0.0    0.0     0.0     0.0     0    
  6376  175.6911939   15.3865103   1.55    99.0    0.144    3.9      70     0.0    0.0     0.72    2.38    0    
  6378  175.7071347   15.3864079   1.43    99.0    0.22     4.05     100    0.0    0.0     0.0     0.06    0    
  6380  175.6880288   15.3863545   1.43    99.0    0.221    3.9      101    0.0    0.0     0.0     0.28    0    
  6385  175.6958812   15.3862321   0.85    99.0    0.166    3.94     79     0.0    0.0     0.0     0.0     0    
  6386  175.7004299   15.3861139   1.52    99.0    0.174    3.98     82     0.0    0.0     0.53    2.29    0    
  6388  175.691143    15.3859407   0.85    99.0    0.166    3.93     79     0.0    0.0     0.0     0.0     0    
  6391  175.6932079   15.3858728   1.45    99.0    0.216    3.94     99     0.0    0.0     0.12    1.92    0    
  6392  175.7023807   15.3859134   0.85    99.0    0.166    4.02     78     0.0    0.0     0.0     0.0     0    
  6396  175.7033382   15.3837367   0.85    99.0    0.166    4.16     78     0.0    0.0     0.0     0.0     0    
  6397  175.7054476   15.3854235   1.72    99.0    0.004    4.09     13     0.0    0.0     5.25    7.87    0    
  6398  175.7045636   15.3853996   0.85    99.0    0.166    4.07     78     0.0    0.0     0.0     0.0     0    
  6400  175.7043064   15.3843832   1.44    99.0    0.218    4.13     99     0.0    0.0     0.07    1.63    0    
  6401  175.7034718   15.3856494   1.43    99.0    0.221    4.05     101    0.0    0.0     0.0     1.1     0    
  6402  175.7033159   15.3854406   1.43    99.0    0.221    4.06     101    0.0    0.0     0.0     1.2     0    
  6403  175.6924952   15.3854908   1.43    99.0    0.221    3.96     101    0.0    0.0     0.0     2.49    0    
  6406  175.6935383   15.3852091   1.64    99.0    0.042    3.98     28     0.0    0.0     0.7     1.34    0    
  6407  175.7019385   15.3852067   1.43    99.0    0.221    4.05     101    0.0    0.0     0.0     1.01    0    
